Trial,Idx,AttemptNum,TotalAttempts,Tool,PosX,PosY
Trap,8,9,11,obj2,148.2833664007254,355.1620987290482
Trap,8,10,11,obj1,148.2833664007254,355.1620987290482
Trap,9,0,1,obj3,89.14405102653288,524.6920641556436
Collapse,0,0,9,obj1,198.8228702739927,542.6792154542904
Collapse,0,1,9,obj1,325.45252811712777,241.1866328400373
Collapse,0,2,9,obj2,325.45252811712777,241.1866328400373
Collapse,0,3,9,obj1,325.45252811712777,241.1866328400373
Collapse,0,4,9,obj2,522.0464500331407,429.7937297823583
Collapse,0,5,9,obj3,522.0464500331407,429.7937297823583
Collapse,0,6,9,obj3,372.76093,220.24261
Collapse,0,7,9,obj3,292.716,299.94797
Collapse,0,8,9,obj1,292.716,299.94797
Collapse,1,0,1,obj2,279.31362463491365,322.25164203555414
Collapse,2,0,1,obj1,294.68961427656535,356.190709569558
Collapse,3,0,1,obj2,254.67707489893874,542.7682878108288
Collapse,4,0,1,obj1,329.011269960712,458.73579821029153
Collapse,5,0,2,obj3,279.31362463491365,338.64935881887084
Collapse,5,1,2,obj2,279.31362463491365,338.64935881887084
Collapse,6,0,2,obj2,306.33908460717095,243.1783938565632
Collapse,6,1,2,obj1,306.33908460717095,243.1783938565632
Collapse,7,0,1,obj2,252.08856705366446,304.1010565843232
Collapse,8,0,2,obj1,254.67707489893874,535.6945869731273
Collapse,8,1,2,obj2,271.37537000000003,272.4014
Collapse,9,0,1,obj2,276.3525906475416,421.00620919752635
Shove,10,0,1,obj1,364.4177202808258,367.418322683734
Shove,11,0,1,obj1,377.8472993720592,132.8342052734476
Shove,12,0,1,obj1,378.33975277330205,480.98380195029983
Shove,13,0,1,obj1,386.9390543943733,422.8822831455192
Shove,14,0,1,obj1,384.75851933160965,298.7679184865121
Shove,15,0,1,obj1,351.34790246947324,295.85338010657364
Shove,16,0,1,obj1,417.42644165245355,99.57212852195526
Shove,17,0,1,obj1,418.0274611232058,269.5232202789915
Shove,18,0,1,obj2,374.76083201120576,130.01021549613392
Shove,19,0,1,obj2,373.78932849619014,209.19747039894756
Collapse,10,0,1,obj2,228.24447674068284,572.5950408861393
Collapse,11,0,1,obj2,295.4666938277363,531.8911301777998
Collapse,12,0,1,obj2,271.83538956393255,349.86823739291594
Collapse,13,0,1,obj1,286.85352703271457,368.78663442599765
Collapse,14,0,1,obj1,318.17660747436264,505.28643997890924
Collapse,15,0,1,obj1,323.64559029018744,279.5113795830749
Collapse,16,0,1,obj2,247.30680865098938,433.1082765789511
Collapse,17,0,11,obj2,502.5454238593578,338.0
Collapse,17,1,11,obj3,502.5454238593578,338.0
Collapse,17,2,11,obj2,502.5454238593578,338.0
Collapse,17,3,11,obj2,536.2965929685183,528.687772472733
Collapse,17,4,11,obj3,226.97672833453117,585.6533126084746
Collapse,17,5,11,obj3,201.4451059321377,347.0670671759
Collapse,17,6,11,obj1,201.4451059321377,347.0670671759
Collapse,17,7,11,obj3,389.0674809619517,435.2041992259774
Collapse,17,8,11,obj1,224.88738999999998,349.00872999999996
Collapse,17,9,11,obj3,224.88738999999998,349.00872999999996
Collapse,17,10,11,obj2,198.4793288887913,396.3479501184424
Collapse,18,0,4,obj3,532.5454238593579,414.707723463452
Collapse,18,1,4,obj1,326.48177999999996,241.49545
Collapse,18,2,4,obj2,326.48177999999996,241.49545
Collapse,18,3,4,obj2,324.1111,346.38858
Collapse,19,0,1,obj2,276.63778530469233,340.7483443954925
Spiky,10,0,11,obj2,196.54481051137245,411.8742701036366
Spiky,10,1,11,obj3,196.54481051137245,411.8742701036366
Spiky,10,2,11,obj2,196.54481051137245,411.8742701036366
Spiky,10,3,11,obj1,180.10140457158906,401.1147380883908
Spiky,10,4,11,obj2,180.10140457158906,401.1147380883908
Spiky,10,5,11,obj1,180.10140457158906,401.1147380883908
Spiky,10,6,11,obj3,201.5627272183036,509.764022838227
Spiky,10,7,11,obj1,183.67606999999998,384.7086
Spiky,10,8,11,obj1,201.5627272183036,509.764022838227
Spiky,10,9,11,obj3,201.5627272183036,509.764022838227
Spiky,10,10,11,obj2,180.9128645694923,403.23087193872664
Spiky,11,0,11,obj2,187.10742022433342,557.2218736319886
Spiky,11,1,11,obj2,190.457129152541,456.22394631267014
Spiky,11,2,11,obj1,145.7462782862716,460.78615604025833
Spiky,11,3,11,obj1,187.10742022433342,557.2218736319886
Spiky,11,4,11,obj2,187.10742022433342,557.2218736319886
Spiky,11,5,11,obj3,187.9324070114604,401.75979225890654
Spiky,11,6,11,obj3,200.85888803719212,497.21146494016386
Spiky,11,7,11,obj3,190.457129152541,456.22394631267014
Spiky,11,8,11,obj1,190.457129152541,456.22394631267014
Spiky,11,9,11,obj1,190.24798959590044,445.77723972076416
Spiky,11,10,11,obj2,190.24798959590044,445.77723972076416
Spiky,12,0,11,obj2,192.12542957713197,559.3983595683828
Spiky,12,1,11,obj3,192.12542957713197,559.3983595683828
Spiky,12,2,11,obj2,196.03219439596182,568.3996251131588
Spiky,12,3,11,obj2,192.12542957713197,559.3983595683828
Spiky,12,4,11,obj1,185.99817465893884,470.24334358941314
Spiky,12,5,11,obj2,185.99817465893884,470.24334358941314
Spiky,12,6,11,obj1,185.99817465893884,470.24334358941314
Spiky,12,7,11,obj3,196.03219439596182,568.3996251131588
Spiky,12,8,11,obj2,196.03219439596182,568.3996251131588
Spiky,12,9,11,obj3,205.55470232874845,454.25464139957626
Spiky,12,10,11,obj1,205.55470232874845,454.25464139957626
Spiky,13,0,11,obj2,199.91683270865383,441.1345477824776
Spiky,13,1,11,obj3,199.91683270865383,441.1345477824776
Spiky,13,2,11,obj3,206.0995345618809,568.0524544367081
Spiky,13,3,11,obj1,198.02086413269336,492.37753194657313
Spiky,13,4,11,obj2,199.91683270865383,441.1345477824776
Spiky,13,5,11,obj3,191.4753098777739,473.84850151919335
Spiky,13,6,11,obj1,206.0995345618809,568.0524544367081
Spiky,13,7,11,obj3,206.0995345618809,568.0524544367081
Spiky,13,8,11,obj3,198.02086413269336,492.37753194657313
Spiky,13,9,11,obj1,198.02086413269336,492.37753194657313
