Trial,Idx,AttemptNum,TotalAttempts,Tool,PosX,PosY
Bridge,8,5,8,obj1,366.9331340378652,48.0
Bridge,8,6,8,obj2,292.6692104428043,48.0
Bridge,8,7,8,obj1,316.6911878627381,48.0
Bridge,9,0,2,obj1,132.88327593372256,322.19999176352155
Bridge,9,1,2,obj1,324.7542677808028,48.0
Catapult,0,0,2,obj3,379.2000883789245,462.6362538392978
Catapult,0,1,2,obj2,393.2714313471532,410.87956364755587
Catapult,1,0,2,obj2,381.87484528475886,294.6367938905506
Catapult,1,1,2,obj2,392.36639666093834,307.477194133517
Catapult,2,0,11,obj1,206.5820967624353,483.05082767561544
Catapult,2,1,11,obj3,359.79470930831,382.647107753181
Catapult,2,2,11,obj1,354.2023903909054,334.4790486627234
Catapult,2,3,11,obj1,318.81239136541166,355.65010780283086
Catapult,2,4,11,obj1,228.20338344583664,23.0
Catapult,2,5,11,obj3,415.3396898147027,188.9358908659096
Catapult,2,6,11,obj2,360.6100497484257,39.0
Catapult,2,7,11,obj1,188.82134716981224,297.68407323680384
Catapult,2,8,11,obj1,166.45386352406138,302.2823900360031
Catapult,2,9,11,obj1,167.46140055393263,301.40825287863527
Catapult,2,10,11,obj1,172.1080752977554,299.28090893086164
Catapult,3,0,11,obj1,177.05145231962123,174.3916471532363
Catapult,3,1,11,obj1,187.88614647808444,163.46208019141082
Catapult,3,2,11,obj1,400.43421589141684,490.47071095705076
Catapult,3,3,11,obj1,378.86611001935785,495.173979536783
Catapult,3,4,11,obj1,384.6913996727954,487.73010359669036
Catapult,3,5,11,obj1,372.1749752725521,483.16147903146964
Catapult,3,6,11,obj1,378.86091084072365,485.90039363540376
Catapult,3,7,11,obj1,388.0982267099216,487.5778728762513
Catapult,3,8,11,obj1,376.8349596671698,505.961717885196
Catapult,3,9,11,obj1,396.549959864189,495.709617418539
Catapult,3,10,11,obj1,402.06604200338586,512.1617382430567
Catapult,4,0,11,obj3,147.05145231962126,239.13931125525414
Catapult,4,1,11,obj1,179.14960597444255,331.30000418964266
Catapult,4,2,11,obj1,191.0907112469245,356.32430264587447
Catapult,4,3,11,obj1,172.2356181262773,360.58169341242063
Catapult,4,4,11,obj1,165.83527243492352,374.9229854690532
Catapult,4,5,11,obj1,171.05768327399892,363.1086573093392
Catapult,4,6,11,obj1,189.90566121366768,355.6394828320111
Catapult,4,7,11,obj1,190.85033449950856,364.59061178461855
Catapult,4,8,11,obj1,192.28888338186852,190.3436738469541
Catapult,4,9,11,obj1,213.25486341994255,364.90175985037206
Catapult,4,10,11,obj3,355.0394198223941,13.0
Catapult,5,0,11,obj3,404.4242332093329,411.49192925709195
Catapult,5,1,11,obj3,414.9157845855125,424.3323295000584
Catapult,5,2,11,obj1,175.72873361191517,258.0869084681466
Catapult,5,3,11,obj1,166.29744038272932,252.34784492284405
Catapult,5,4,11,obj1,344.805102116431,27.262999855579892
Catapult,5,5,11,obj3,237.45939196580508,13.0
Catapult,5,6,11,obj1,420.11695822977316,23.0
Catapult,5,7,11,obj1,213.92938735495065,161.91785016470084
Catapult,5,8,11,obj1,192.35850417472324,374.11808310739286
Catapult,5,9,11,obj2,209.27188357667058,208.49530126914155
Catapult,5,10,11,obj2,139.15352554821285,310.6987975661663
Catapult,6,0,11,obj2,173.10565175317188,206.72695506221896
Catapult,6,1,11,obj3,407.8079397596939,13.0
Catapult,6,2,11,obj1,188.0087227029535,377.20143257490014
Catapult,6,3,11,obj1,422.64012601867887,543.8885747933734
Catapult,6,4,11,obj3,325.79310848914713,365.1732645739048
Catapult,6,5,11,obj1,197.21620640299832,233.7513558658831
Catapult,6,6,11,obj1,187.7973603956817,267.7176018284724
Catapult,6,7,11,obj1,184.0466452928331,274.9504110009981
Catapult,6,8,11,obj1,164.59219395846588,229.71364778731356
Catapult,6,9,11,obj2,248.11938983665127,295.05303431349273
Catapult,6,10,11,obj1,164.46833329845742,435.3711110093295
Catapult,7,0,11,obj1,188.18427794274345,289.3510501907336
Catapult,7,1,11,obj2,194.63777195605078,198.40584346570236
Catapult,7,2,11,obj2,173.06966608399173,203.10911204543453
Catapult,7,3,11,obj1,404.76407836856407,282.68136743394325
Catapult,7,4,11,obj2,175.4555671779622,287.9151062336232
Catapult,7,5,11,obj3,182.6401260186789,218.07958053522185
Catapult,7,6,11,obj2,422.3518569784548,189.11488273646182
Catapult,7,7,11,obj3,420.11695822977316,495.7771369589557
Catapult,7,8,11,obj3,439.83195842679237,485.5250364922987
Catapult,7,9,11,obj3,442.8016375405617,490.8130958614626
Catapult,7,10,11,obj3,428.1686166416097,494.85825655998514
Catapult,8,0,4,obj1,258.9415537049984,331.765704624034
Catapult,8,1,4,obj1,185.95627771389638,304.161110516241
Catapult,8,2,4,obj3,240.45289028366463,66.90747681243424
Catapult,8,3,4,obj2,415.45556717796217,425.57962308746863
Catapult,9,0,6,obj2,396.4590108699888,39.0
Catapult,9,1,6,obj1,198.550787229965,244.5908655950539
Catapult,9,2,6,obj1,176.98268135790596,249.2941341747861
Catapult,9,3,6,obj1,178.53378492575428,297.0455033445764
Catapult,9,4,6,obj2,404.59320340072935,314.73071814530437
Catapult,9,5,6,obj2,423.49025674829664,337.561549238513
Gap,0,0,7,obj2,325.645642142818,192.0
Gap,0,1,7,obj1,319.80113859295494,451.8391960363928
Gap,0,2,7,obj2,383.3169189618061,300.17661434522097
Gap,0,3,7,obj1,377.4819943764858,388.3270425376281
Gap,0,4,7,obj1,364.5256440899381,324.50024120172384
Gap,0,5,7,obj3,325.1101898393535,285.00210601158767
Gap,0,6,7,obj2,361.02807602867927,290.7678966309932
Gap,1,0,1,obj1,345.47163974049806,356.402862333689
Gap,2,0,1,obj1,352.23931604112,458.40175215955236
Gap,3,0,2,obj2,389.682153017865,550.6819468755123
Gap,3,1,2,obj1,349.58598800889587,408.9788151793638
Gap,4,0,6,obj3,315.0325489411004,541.1625248811611
Gap,4,1,6,obj1,91.39767507559112,391.68823547461113
Gap,4,2,6,obj1,379.4681039782038,410.96844874016165
Gap,4,3,6,obj1,81.23373694890253,517.3761248319995
Gap,4,4,6,obj3,366.4261977352688,565.0367612554942
Gap,4,5,6,obj1,347.62559081654916,332.3618262563764
Gap,5,0,2,obj2,312.98958785281064,360.6782254453838
Gap,5,1,2,obj1,326.2733688644098,542.4956392649053
Gap,6,0,2,obj2,59.49719400073643,534.7958199305915
Gap,6,1,2,obj1,337.8411474963653,192.0
Gap,7,0,2,obj1,327.7200328002433,440.0451426952383
Gap,7,1,2,obj1,338.88012989477375,441.35833834027915
Gap,8,0,6,obj3,328.28246604653765,513.0255435631974
Gap,8,1,6,obj3,367.13679079860196,335.6984750204547
Gap,8,2,6,obj2,59.272652632342044,515.2575446327497
Gap,8,3,6,obj3,373.8333137629447,570.3187634320927
Gap,8,4,6,obj2,104.49371063478122,537.1170985064773
Gap,8,5,6,obj2,337.57142896780283,157.79005284169432
Gap,9,0,4,obj1,362.56683593906365,192.0
Gap,9,1,4,obj2,346.3528437258692,422.54839878095635
Gap,9,2,4,obj1,383.0744785796076,441.15232363226096
Gap,9,3,4,obj1,295.8169028327826,301.54624537578036
Launch_B,0,0,2,obj2,135.84765255452862,411.6501587154226
Launch_B,0,1,2,obj2,131.9882730826944,425.38975185429354
Launch_B,1,0,11,obj1,130.7920283071725,308.84231788224685
Launch_B,1,1,11,obj2,150.8442379174183,343.01589710554794
Launch_B,1,2,11,obj2,142.2656609624995,354.46158377647413
Launch_B,1,3,11,obj2,133.43250813863608,359.6629705331208
Launch_B,1,4,11,obj2,140.81907545976944,340.2212031567281
Launch_B,1,5,11,obj2,131.65276277293052,321.4987283026974
Launch_B,1,6,11,obj2,126.82367635208216,318.60796446356534
Launch_B,1,7,11,obj2,132.56027607151498,327.89809670336797
Launch_B,1,8,11,obj1,133.82250349026992,385.5136781243744
Launch_B,1,9,11,obj3,146.1776148932797,368.30631160837936
Launch_B,1,10,11,obj2,136.85978600173348,437.47797701093873
Launch_B,2,0,4,obj2,160.7920283071094,507.1846900921964
Launch_B,2,1,4,obj3,146.73216097481483,379.382017655337
Launch_B,2,2,4,obj2,120.6060868250378,383.8039333590296
Launch_B,2,3,4,obj2,134.99875445753972,379.95337071401013
Launch_B,3,0,11,obj2,135.12390192175147,339.1229526678622
Launch_B,3,1,11,obj2,141.90932156586868,334.00895933253867
Launch_B,3,2,11,obj1,146.0928925740881,395.4058091261965
Launch_B,3,3,11,obj3,112.60132241099708,340.36641566793264
Launch_B,3,4,11,obj3,130.12191102806676,381.92832790723764
Launch_B,3,5,11,obj1,127.81125326243664,406.7620758057125
Launch_B,3,6,11,obj2,146.1776148932797,288.5556768187074
Launch_B,3,7,11,obj2,121.13126318033467,364.4491247461581
Launch_B,3,8,11,obj2,121.06795625924671,363.7795268667337
Launch_B,3,9,11,obj2,122.1052303010384,359.2043701561195
Launch_B,3,10,11,obj1,98.9150153120197,340.1610176797775
Launch_B,4,0,10,obj3,127.4036445351092,479.8195032745472
Launch_B,4,1,10,obj2,136.32721382246388,341.26425535872085
Launch_B,4,2,10,obj2,151.23356513753237,324.16145077867037
Launch_B,4,3,10,obj1,146.84313723441244,570.7891434087122
Launch_B,4,4,10,obj1,142.60132241048558,313.80081521631456
Launch_B,4,5,10,obj3,144.66443087995236,493.17668936003486
Launch_B,4,6,10,obj2,127.28970613063751,357.93392423233115
Launch_B,4,7,10,obj2,120.79645323832993,373.9714846791014
Launch_B,4,8,10,obj2,136.18075143430755,410.26595048239614
Launch_B,4,9,10,obj2,134.20762431805048,415.3924615098245
Launch_B,5,0,11,obj1,134.43479691013306,464.01174717013635
Launch_B,5,1,11,obj2,95.60524094188006,256.67177914947416
Launch_B,5,2,11,obj3,145.27185967395806,432.83124905113885
Launch_B,5,3,11,obj1,130.1291077692952,489.4391188337722
Launch_B,5,4,11,obj2,148.56514300445772,294.2970251595685
Launch_B,5,5,11,obj2,109.32119336548377,480.79459169802806
Launch_B,5,6,11,obj3,145.6562357596277,390.9921770543448
Launch_B,5,7,11,obj3,149.05584007585622,499.0320381894077
Launch_B,5,8,11,obj1,126.47692709865468,466.5780575476408
Launch_B,5,9,11,obj1,125.48820220825212,468.36355694401055
Launch_B,5,10,11,obj1,124.56743859639404,450.41497259191084
Launch_B,6,0,11,obj2,144.62984335509572,464.8955534685589
Launch_B,6,1,11,obj3,144.41495746337378,495.22460070092535
Launch_B,6,2,11,obj3,149.13578140872264,505.1956105443948
Launch_B,6,3,11,obj3,137.22916775514162,473.2348032495306
Launch_B,6,4,11,obj3,149.42197738212397,481.53642636652194
Launch_B,6,5,11,obj3,143.4504068553502,470.3999740834546
Launch_B,6,6,11,obj1,120.6060868250378,520.3508436866432
Launch_B,6,7,11,obj3,151.67071431986108,524.5558659267624
Launch_B,6,8,11,obj2,124.26424499278099,363.8371898665847
Launch_B,6,9,11,obj2,149.55492463611716,301.44640292604
Launch_B,6,10,11,obj2,125.61133331488053,355.23897228728936
Launch_B,7,0,11,obj1,131.36376373641193,324.198479047737
Launch_B,7,1,11,obj2,118.82773506163649,288.8275780279692
Launch_B,7,2,11,obj2,123.54855900698536,298.7985878714385
Launch_B,7,3,11,obj1,126.10319647520792,339.68009275536565
Launch_B,7,4,11,obj3,149.5348139928719,546.5345761579604
Launch_B,7,5,11,obj1,132.45227031055194,456.86608697406615
Launch_B,7,6,11,obj1,132.23616064865254,459.92334437327565
Launch_B,7,7,11,obj3,124.26424499278099,462.133283268639
Launch_B,7,8,11,obj1,159.58842766268882,359.91825404280365
Launch_B,7,9,11,obj2,133.31165273713566,341.95671278510173
Launch_B,7,10,11,obj2,136.73729865063342,340.73959700988627
Launch_B,8,0,1,obj2,127.55437696560085,464.03373360972984
Launch_B,9,0,1,obj2,129.6555603016985,416.65403832105636
Launch_A,0,0,1,obj2,135.66910157899892,474.0134351157623
Launch_A,1,0,1,obj2,133.86244548514242,510.4536860127135
Launch_A,2,0,10,obj3,162.88465825116606,434.1379474386779
Launch_A,2,1,10,obj3,154.26735580152123,350.4134306767477
Launch_A,2,2,10,obj2,139.9661379954809,289.28125843614424
Launch_A,2,3,10,obj2,132.57168978915882,292.8328113093597
